source_field,source_value,Maps to OMOP code,ID,vocabulary
EVENT_CD,6483,Child height 10th - 24th centile,4194603,SNOMED
EVENT_CD,9Nc2100,Referral letter sent by fax,45773505,SNOMED
EVENT_CD,172..00,Hemoptysis,261687,SNOMED
EVENT_CD,S020.00,Closed fracture of nasal bones,435082,SNOMED
EVENT_CD,9V...00,Administrative procedure,4033224,SNOMED
EVENT_CD,26J..00,Testicular finding,4091204,SNOMED
EVENT_CD,K135.00,Hydroureter,194408,SNOMED
EVENT_CD,R060A00,Dyspnea,312437,SNOMED
EVENT_CD,9NlJ.00,Seen by palliative care service,40480924,SNOMED
EVENT_CD,7L17100,Therapeutic phlebotomy,4132738,SNOMED
EVENT_CD,U17..00,Exposure to heat,4303944,SNOMED
EVENT_CD,8BIY.00,Drug treatment no longer needed,4235249,SNOMED
EVENT_CD,S314.00,Fracture of shaft of femur,440825,SNOMED
EVENT_CD,7K6aH00,Ponseti manipulation,4176622,SNOMED
EVENT_CD,7530A00,Dissection and excision of bilateral tonsils,4198143,SNOMED
EVENT_CD,16M..00,Finding of odor of urine,4021613,SNOMED
EVENT_CD,Q485.00,Neonatal abstinence syndrome,4212326,SNOMED
EVENT_CD,Q401.00,Congenital cytomegalovirus infection,436532,SNOMED
EVENT_CD,SN55200,Non-accidental injury to child,4306085,SNOMED
EVENT_CD,8C1Z.00,Nursing procedure,4321906,SNOMED
EVENT_CD,8C44100,Nasojejunal feeding,4151009,SNOMED
EVENT_CD,222Q.00,Physical health assessment - no abnormalities detected,44805721,SNOMED
EVENT_CD,8HV1.00,Private referral to ophthalmologist,4085142,SNOMED
EVENT_CD,TJ00200,Flucloxacillin adverse reaction,4098539,SNOMED
EVENT_CD,9iA8.00,Asian,8515,Race
EVENT_CD,M11..00,Atopic dermatitis,133834,SNOMED
EVENT_CD,SK16000,Injury of hip region,193666,SNOMED
EVENT_CD,2E32.00,Body temperature below reference range,3661548,SNOMED
EVENT_CD,6AK..00,Annual health review,44807060,SNOMED
EVENT_CD,1733,Breathless - mild exertion,4059022,SNOMED
EVENT_CD,H2...00,Pneumonia and influenza,256723,SNOMED
EVENT_CD,14G..00,History of event,1340204,OMOP Extension
EVENT_CD,A3B0000,Streptococcus agalactiae infection,4143698,SNOMED
EVENT_CD,F4D3000,Dermatitis of eyelid,4247584,SNOMED
EVENT_CD,BBEN.00,Epithelioid and spindle cell nevus,4338112,SNOMED
EVENT_CD,7436100,Microlaryngoscopy,4068676,SNOMED
EVENT_CD,62S..00,Maternal postnatal 6 week examination,4297233,SNOMED
EVENT_CD,F58z.00,Disorder of ear,378161,SNOMED
EVENT_CD,J34..00,Diaphragmatic hernia,201061,SNOMED
EVENT_CD,PF64100,Congenital genu valgum,4230059,SNOMED
EVENT_CD,J040.00,Anomaly of jaw size,45757682,SNOMED
EVENT_CD,8HgB.00,Discharge by mental health primary care worker,4204912,SNOMED
EVENT_CD,133M.00,Is an only child,4148628,SNOMED
EVENT_CD,1C43.00,Blood discharge from ear,4036965,SNOMED
EVENT_CD,66K..00,Urinary disorder monitoring,4061937,SNOMED
EVENT_CD,R002.00,Syncope and collapse,4206148,SNOMED
EVENT_CD,S230600,Closed fracture of head of radius,73341,SNOMED
EVENT_CD,13o..00,Communication skills,4292206,SNOMED
EVENT_CD,L396.00,Deliveries by vacuum extractor,440790,SNOMED
EVENT_CD,C301.00,Classical phenylketonuria,432872,SNOMED
EVENT_CD,A38..00,Sepsis,132797,SNOMED
EVENT_CD,339d.00,Peak expiratory flow rate post steroids,4294876,SNOMED
EVENT_CD,M021.00,Cellulitis and abscess of toe,78497,SNOMED
EVENT_CD,B640.00,Acute lymphoid leukemia,134305,SNOMED
EVENT_CD,1AK..00,Absent testes,4030343,SNOMED
EVENT_CD,D315.00,Thrombocytopenic disorder,432870,SNOMED
EVENT_CD,9NU..00,Need for interpreter,4152380,SNOMED
EVENT_CD,43jj.00,Rotavirus nucleic acid detection assay,44811920,SNOMED
EVENT_CD,P310100,Hypoplasia of eye,4313852,SNOMED
EVENT_CD,7K6aB00,Manipulation of wrist joint,4308659,SNOMED
EVENT_CD,M15y000,Staphylococcal scalded skin syndrome,132392,SNOMED
EVENT_CD,R083000,Urinary incontinence,197672,SNOMED
EVENT_CD,SE01.00,Contusion of cheek,4173257,SNOMED
EVENT_CD,9b9W.00,Allergy - specialty,4235265,SNOMED
EVENT_CD,R06..00,Respiratory finding,4024567,SNOMED
EVENT_CD,F4Jz.00,Strabismus,4329707,SNOMED
EVENT_CD,8H58.00,Referral to gynecology service,4080083,SNOMED
EVENT_CD,65M9.00,Primary immunisation - third dose,44791906,SNOMED
EVENT_CD,65M9.00,DTP-Haemophilus influenzae type b conjugate vaccine,40213292,CVX
EVENT_CD,6818,Screening not needed,4062476,SNOMED
EVENT_CD,38Ds.00,Emergency admission risk likelihood index,44802288,SNOMED
EVENT_CD,65ME000,hepatitis A and hepatitis B vaccine,40213303,CVX
EVENT_CD,65ME000,Primary immunisation - second dose,44792016,SNOMED
EVENT_CD,13HI.00,Parents separated,4141793,SNOMED
EVENT_CD,65D1.00,Primary immunisation - first dose,44792015,SNOMED
EVENT_CD,65D1.00,"rabies vaccine, unspecified formulation",40213209,CVX
EVENT_CD,1J2..00,Suspected deafness,4038241,SNOMED
EVENT_CD,SH5z.00,Burn of lower limb,197751,SNOMED
EVENT_CD,2D8..00,Ear finding,4082416,SNOMED
EVENT_CD,6794,Rubella status education,4152043,SNOMED
EVENT_CD,N30z800,Infection of bone,72410,SNOMED
EVENT_CD,N234.00,Laxity of ligament,141667,SNOMED
EVENT_CD,A799.00,Cytomegalovirus infection,440032,SNOMED
EVENT_CD,P55..00,Ostium secundum type atrial septal defect,434467,SNOMED
EVENT_CD,Q450.00,Hemorrhagic disease of the newborn due to vitamin K deficiency,435358,SNOMED
EVENT_CD,8HV3.00,Private referral to orthopedic surgeon,4085144,SNOMED
EVENT_CD,9bJ5.00,Patient referral,4144684,SNOMED
EVENT_CD,44T..00,Blood glucose method,4041697,SNOMED
EVENT_CD,1A5C.00,Pain in scrotum,4071874,SNOMED
EVENT_CD,P443000,Preauricular fistula,4070288,SNOMED
EVENT_CD,65a..00,"diphtheria, tetanus toxoids and acellular pertussis vaccine, Haemophilus influenzae type b conjugate, and poliovirus vaccine, inactivated (DTaP-Hib-IPV)",40213288,CVX
EVENT_CD,7P09600,Tc99m-MAG3 renogram,4346948,SNOMED
EVENT_CD,D1...00,Hemolytic anemia,435503,SNOMED
EVENT_CD,8HHu.00,Referral to primary care mental health gateway worker,44789325,SNOMED
EVENT_CD,65VA.00,Notification of whooping cough,4015926,SNOMED
EVENT_CD,G56y500,Long QT syndrome,314664,SNOMED
EVENT_CD,8HVK000,Private referral to allergy specialist,44808876,SNOMED
EVENT_CD,912J.00,Patient not registered with dentist,4131549,SNOMED
EVENT_CD,68RZ.00,New patient screening,4064504,SNOMED
EVENT_CD,8I4..00,Patient self-discharge,4086297,SNOMED
EVENT_CD,M2y1z00,Scar,4169984,SNOMED
EVENT_CD,8HHP.00,Referral to learning disability team,4134691,SNOMED
EVENT_CD,C362000,Metabolic acidosis,4245042,SNOMED
EVENT_CD,9N6A.00,Referred by pharmacist,4083447,SNOMED
EVENT_CD,7L05300,"Amputation of finger, except thumb",4297321,SNOMED
EVENT_CD,7274500,Eye examination under anesthesia,4239208,SNOMED
EVENT_CD,D300.00,Hereditary factor VIII deficiency disease,434007,SNOMED
EVENT_CD,7L1FC00,Attention to plaster cast,4108847,SNOMED
EVENT_CD,8BMT.00,Current medication as reported by patient,44802345,SNOMED
EVENT_CD,8Hd5.00,Admission to acute assessment unit,44809517,SNOMED
EVENT_CD,F511.00,Chronic serous otitis media,381301,SNOMED
EVENT_CD,44LK.00,Plasma zinc measurement,4193437,SNOMED
EVENT_CD,SP3y500,Erythema at injection site,4308549,SNOMED
EVENT_CD,J162.00,Persistent vomiting,27321,SNOMED
EVENT_CD,S53..00,Sprain of hip,441701,SNOMED
EVENT_CD,38...00,Procedure by intent,4176642,SNOMED
EVENT_CD,15J..00,Eruption of vulva,4126897,SNOMED
EVENT_CD,19A2.00,Abdominal bloating,4023572,SNOMED
EVENT_CD,9Ee0D00,Report procedure,4203889,SNOMED
EVENT_CD,S54z.00,Sprain of ligament of lower limb,4105866,SNOMED
EVENT_CD,U200.00,Self-administered intentional poisoning by analgesic,4233034,SNOMED
EVENT_CD,G543400,Pulmonary valve stenosis with insufficiency,4108819,SNOMED
EVENT_CD,44O5.00,Fasting blood lipids,4150326,SNOMED
EVENT_CD,G567400,Wolff-Parkinson-White pattern,4253363,SNOMED
EVENT_CD,232H.00,Inspiratory wheezing,4135717,SNOMED
EVENT_CD,ZV4K300,Inappropriate diet and eating habits,42872393,SNOMED
EVENT_CD,H580.00,Atelectasis,261880,SNOMED
EVENT_CD,R004000,Dizziness,4223938,SNOMED
EVENT_CD,43...00,Immunology laboratory test,4098179,SNOMED
EVENT_CD,1994,Vomiting blood - fresh,4145805,SNOMED
EVENT_CD,9OX5300,Second intranasal influenza vaccination declined,44810926,SNOMED
EVENT_CD,P91..00,Cleft lip,133861,SNOMED
EVENT_CD,9Nla.00,Seen by psychiatrist,4136624,SNOMED
EVENT_CD,SD3y000,Superficial injury of elbow,4106352,SNOMED
EVENT_CD,7404000,Cauterization of internal nose,4067257,SNOMED
EVENT_CD,9N2o.00,Seen by health support worker,4188318,SNOMED
EVENT_CD,43h..00,Polymerase chain reaction observation,4196268,SNOMED
EVENT_CD,M095.00,Abscess of skin and/or subcutaneous tissue,4137468,SNOMED
EVENT_CD,Q433.00,Neonatal jaundice due to delayed conjugation,439137,SNOMED
EVENT_CD,E274900,Nightmares,4170260,SNOMED
EVENT_CD,332..00,Mantoux test,4311463,SNOMED
EVENT_CD,2569,Split frenulum of tongue,4091941,SNOMED
EVENT_CD,9N2J.00,Seen by hospital nurse,4085784,SNOMED
EVENT_CD,S33x000,Closed fracture of tibia,40491340,SNOMED
EVENT_CD,4JP..00,Methicillin resistant Staphylococcus aureus culture,4046599,SNOMED
EVENT_CD,C391100,22q11.2 deletion syndrome,35624485,SNOMED
EVENT_CD,N373.00,Kyphoscoliosis deformity of spine,443531,SNOMED
EVENT_CD,PC4yE00,Congenital labial adhesion,42872392,SNOMED
EVENT_CD,9SH..00,Asian,8515,Race
EVENT_CD,F53..00,Disorder of mastoid,373216,SNOMED
EVENT_CD,8HH..00,Referred to service,4202490,SNOMED
EVENT_CD,S836300,Fracture of tooth,4264073,SNOMED
EVENT_CD,9NC2.00,Letter sent to solicitor,44789727,SNOMED
EVENT_CD,8BI9.00,Medication stopped - side effect,4216319,SNOMED
EVENT_CD,PE30.00,Congenital dislocation of hip,4167532,SNOMED
EVENT_CD,H014.00,Acute rhinosinusitis,4329087,SNOMED
EVENT_CD,6877,Cystic fibrosis screening,4062654,SNOMED
EVENT_CD,Eu80.00,Disorder of speech and language development,435232,SNOMED
EVENT_CD,A330.00,Infection caused by Bordetella,37204204,SNOMED
EVENT_CD,F5...00,Disorder of ear,378161,SNOMED
EVENT_CD,9N0v.00,Seen in liver clinic,4329266,SNOMED
EVENT_CD,5693,Magnetic resonance imaging,4013636,SNOMED
EVENT_CD,64B6.00,New birth examination completed by other healthcare provider,46284810,SNOMED
EVENT_CD,S312.00,"Closed fracture of femur, distal end",440548,SNOMED
EVENT_CD,S360.00,Closed fracture of phalanx of foot,434502,SNOMED
EVENT_CD,22A9.00,Percentage weight loss,4086992,SNOMED
EVENT_CD,16A..00,Stiff neck symptom,4059012,SNOMED
EVENT_CD,9N4B.00,Poor attender,4085794,SNOMED
EVENT_CD,F520100,Acute suppurative otitis media with spontaneous rupture of ear drum,381028,SNOMED
EVENT_CD,8HC2.00,Refer to hospital eye casualty,4084842,SNOMED
EVENT_CD,2H28.00,Disorder of hip joint,4177851,SNOMED
EVENT_CD,TG80100,Burning due to contact with hot liquid,4054152,SNOMED
EVENT_CD,SH2..00,Burn of trunk,197163,SNOMED
EVENT_CD,24M..00,Spontaneous closure of ventricular septal defect,4048082,SNOMED
EVENT_CD,G87..00,Low blood pressure,317002,SNOMED
EVENT_CD,2FZ..00,Skin finding,141960,SNOMED
EVENT_CD,4J1..00,Sample - microbiological exam,4043948,SNOMED
EVENT_CD,S4...00,Dislocation of joint,74726,SNOMED
EVENT_CD,P68..00,Congenital heart disease,312723,SNOMED
EVENT_CD,8IHC100,First meningitis B vaccination declined,36716402,SNOMED
EVENT_CD,65P2.00,Exposure to tuberculosis,43530675,SNOMED
EVENT_CD,4E29.00,Green sputum,4174289,SNOMED
EVENT_CD,S339.00,Fracture of fibula,436209,SNOMED
EVENT_CD,S834000,Open wound of face,4049957,SNOMED
EVENT_CD,6719,Consultation,4014829,SNOMED
EVENT_CD,7P0J500,Ultrasonography,4037672,SNOMED
EVENT_CD,Q473.00,Hypothermia of newborn,436534,SNOMED
EVENT_CD,9NSZ.00,Unsuitable for body height measurement,37395405,SNOMED
EVENT_CD,24Z..00,Cardiovascular finding,4023995,SNOMED
EVENT_CD,G20..00,Essential hypertension,320128,SNOMED
EVENT_CD,C353300,Hypophosphatemia,4177973,SNOMED
EVENT_CD,677C600,Carrier of sickle cell gene mutation,40481755,SNOMED
EVENT_CD,F587z00,Pain of ear,4103476,SNOMED
EVENT_CD,SD0..00,"Superficial injury to head, excluding eye",4056585,SNOMED
EVENT_CD,E2C0100,Anger reaction,4102974,SNOMED
EVENT_CD,PF1z.00,Syndactyly,4162283,SNOMED
EVENT_CD,7H11600,Laparoscopic repair of inguinal hernia,4033396,SNOMED
EVENT_CD,H5...00,Disorder of respiratory system,320136,SNOMED
EVENT_CD,H060500,Acute tracheobronchitis,4148204,SNOMED
EVENT_CD,AB1z.00,Dermal mycosis,137213,SNOMED
EVENT_CD,9D6..00,Passport application signing,4151565,SNOMED
EVENT_CD,8771,Oxygen therapy,4239130,SNOMED
EVENT_CD,A082.00,Infectious diarrheal disease,198337,SNOMED
EVENT_CD,M15..00,Erythema,137193,SNOMED
EVENT_CD,2515,GIT examined - NAD,4060864,SNOMED
EVENT_CD,Qyu8400,Hypothermia of newborn,436534,SNOMED
EVENT_CD,9OJ2.00,Asthma monitoring declined,35621931,SNOMED
EVENT_CD,Q115.00,Extremely low birth weight infant,4173323,SNOMED
EVENT_CD,3134,Auditory/vestibular test abnormal,377383,SNOMED
EVENT_CD,F586200,Bleeding from ear,4096343,SNOMED
EVENT_CD,Eu80y00,Disorder of speech and language development,435232,SNOMED
EVENT_CD,8CJ6.00,Structured reintroduction of cow's milk protein,45773504,SNOMED
EVENT_CD,1J7..00,Suspected respiratory disease,4215543,SNOMED
EVENT_CD,8H4Q.00,Referral to pediatric endocrinologist,4213790,SNOMED
EVENT_CD,654..00,"diphtheria toxoid vaccine, inactivated",529303,RxNorm
EVENT_CD,53G..00,Diagnostic radiography of abdomen,4264477,SNOMED
EVENT_CD,S82..00,Open wound of ear,4034214,SNOMED
EVENT_CD,ZV7y300,Screening for disorder,4194895,SNOMED
EVENT_CD,65W2.00,Requires polio vaccination,4015930,SNOMED
EVENT_CD,9OEA.00,Chronic disease management annual review completed,44810579,SNOMED
EVENT_CD,SH40000,Burn of hand,75426,SNOMED
EVENT_CD,9b0O.00,Post hospital discharge visit,44788986,SNOMED
EVENT_CD,197B.00,Upper abdominal pain,4306292,SNOMED
EVENT_CD,R083.00,Urinary incontinence,197672,SNOMED
EVENT_CD,G617.00,"Intracerebral hemorrhage, intraventricular",4110185,SNOMED
EVENT_CD,9Nin.00,Did not attend general practitioner appointment,45770179,SNOMED
EVENT_CD,ZV4Gy00,Disturbed childhood,4052774,SNOMED
EVENT_CD,9N4z200,"Did not attend diphtheria, tetanus, acellular pertussis and polio vaccination",44802889,SNOMED
EVENT_CD,T8z..00,Accidental poisoning,436581,SNOMED
EVENT_CD,6498,Child HC = > 97th centile,4014736,SNOMED
EVENT_CD,1782,Asthma trigger - tobacco smoke,44799960,SNOMED
EVENT_CD,G831.00,Varicose veins of the leg with eczema,4077371,SNOMED
EVENT_CD,8HRC.00,Referral for spirometry,4187350,SNOMED
EVENT_CD,1B25.00,Spasm,140821,SNOMED
EVENT_CD,1997,Retching,4309379,SNOMED
EVENT_CD,S920.00,Open wound of hand,4129405,SNOMED
EVENT_CD,9N1yH00,Seen in ear care clinic,44807864,SNOMED
EVENT_CD,F132.00,Myoclonus,441553,SNOMED
EVENT_CD,9SD..00,Refusal by patient to provide information about ethnic group,35607960,SNOMED
EVENT_CD,8B3o.00,Medication change to generic,4250008,SNOMED
EVENT_CD,547..00,Barium swallow,4059066,SNOMED
EVENT_CD,N094300,Arthralgia of the upper arm,78516,SNOMED
EVENT_CD,2F32.00,Papule,4105835,SNOMED
EVENT_CD,1P10.00,Clinging behavior,4109693,SNOMED
EVENT_CD,J574800,Rectal pain,76458,SNOMED
EVENT_CD,8H75.00,Referral to social worker,4204655,SNOMED
EVENT_CD,S92..00,"Open wound of hand, excluding finger(s)",4056160,SNOMED
EVENT_CD,TJ03300,Clarithromycin adverse reaction,4099124,SNOMED
EVENT_CD,13Zr.00,Lives with immunocompromised person,44802480,SNOMED
EVENT_CD,A3B7.00,Bacterial infection caused by Pseudomonas,438064,SNOMED
EVENT_CD,2FG6.00,Scarring of skin due to Bacillus Calmette-Guerin immunization,37311176,SNOMED
EVENT_CD,12A..00,FH: Eye disorder,4050813,SNOMED
EVENT_CD,H260000,Lung consolidation,4318404,SNOMED
EVENT_CD,A340200,Streptococcal sore throat,28060,SNOMED
EVENT_CD,22F..00,Head finding,4247371,SNOMED
EVENT_CD,68Nb.00,No consent for MMR2,4151653,SNOMED
EVENT_CD,S352700,Closed fracture of metatarsal bone,440238,SNOMED
EVENT_CD,8H49.00,Referral to psychiatry service,4084686,SNOMED
EVENT_CD,9O5D.00,First primary immunisation invitation second letter,44810251,SNOMED
EVENT_CD,ZV57C00,Palliative care,4014023,SNOMED
EVENT_CD,M17y200,Gianotti-Crosti syndrome,4220860,SNOMED
EVENT_CD,4K1D.00,Histology laboratory test,37398966,SNOMED
EVENT_CD,S360000,"Closed fracture proximal phalanx, toe",4012588,SNOMED
EVENT_CD,Myu2.00,Eczema,133835,SNOMED
EVENT_CD,S5...00,Sprain of ligament,4160875,SNOMED
EVENT_CD,F518.00,Chronic mucoid otitis media,381592,SNOMED
EVENT_CD,Q406000,Neonatal conjunctivitis,4143745,SNOMED
EVENT_CD,6821,Polio screening,4062478,SNOMED
EVENT_CD,443j.00,Serum prolactin measurement,4197603,SNOMED
EVENT_CD,8HgL.00,Discharge from dietetics service,4140502,SNOMED
EVENT_CD,8BT0.00,Concordance and compliance level 2 medication review,44804430,SNOMED
EVENT_CD,668A.00,Normal vision,4260685,SNOMED
EVENT_CD,7L0F.00,Correction of congenital deformity of hand,4108574,SNOMED
EVENT_CD,9b8C.00,Pediatric surgery,4214560,SNOMED
EVENT_CD,222E.00,Body odor,4218245,SNOMED
EVENT_CD,TE6z.00,Injury caused by animal,438039,SNOMED
EVENT_CD,65Y9.00,Inactive tuberculosis,4003404,SNOMED
EVENT_CD,2327,Accessory respiratory muscles used,4158190,SNOMED
EVENT_CD,R027000,Petechiae,4155911,SNOMED
EVENT_CD,S45..00,Dislocation of hip joint,4306084,SNOMED
EVENT_CD,R08z300,Swelling of scrotum,4155894,SNOMED
EVENT_CD,2D9Z.00,Tympanic membrane finding,4082780,SNOMED
EVENT_CD,S349.00,Fracture of lateral malleolus,4085552,SNOMED
EVENT_CD,R08zz00,Urinary symptoms,74174,SNOMED
EVENT_CD,14O..00,History of event,1340204,OMOP Extension
EVENT_CD,E272300,Gilles de la Tourette's syndrome,379782,SNOMED
EVENT_CD,9OX5600,Second intranasal seasonal influenza vaccination declined,44810068,SNOMED
EVENT_CD,9DZ..00,Administrative procedure,4033224,SNOMED
EVENT_CD,24DZ.00,Heart murmur,316822,SNOMED
EVENT_CD,7H11500,Repair of bilateral inguinal hernias,4073526,SNOMED
EVENT_CD,13Z4.00,Schooling,4144287,SNOMED
EVENT_CD,38G4.00,Safeguarding children and young people toolkit for general practice (2009 revision),44807218,SNOMED
EVENT_CD,19A3.00,Abdominal distension symptom,4012079,SNOMED
EVENT_CD,ZV19200,Family history of hearing loss,4232398,SNOMED
EVENT_CD,9R31.00,Letter written to housing,44807607,SNOMED
EVENT_CD,4678,Proteinuria,75650,SNOMED
EVENT_CD,9Ngs.00,Eligible for Care of Next Infant programme,44810433,SNOMED
EVENT_CD,F4E..00,Disorder of eyelid,376125,SNOMED
EVENT_CD,22IA.00,Not yet toilet trained,44789540,SNOMED
EVENT_CD,13WF.00,Family history of smoking,40483697,SNOMED
EVENT_CD,65ME.00,Primary immunisation - second dose,44792016,SNOMED
EVENT_CD,PK5..00,Tuberous sclerosis syndrome,380839,SNOMED
EVENT_CD,1252000,Family history of diabetes mellitus type 1,4326671,SNOMED
EVENT_CD,1226,No FH: Ischemic heart disease,4145791,SNOMED
EVENT_CD,03AQ.00,Social worker,4024166,SNOMED
EVENT_CD,53...00,Diagnostic radiography of soft tissues,4234827,SNOMED
EVENT_CD,G58..00,Heart failure,316139,SNOMED
EVENT_CD,SK11400,Injury of back,37016775,SNOMED
EVENT_CD,ZV07000,Isolation technique,4222885,SNOMED
EVENT_CD,G623.00,Subdural hemorrhage,439040,SNOMED
EVENT_CD,9495,Died in hospital,4081765,SNOMED
EVENT_CD,4JE3.00,Organism isolated in eye swab by culture,4056265,SNOMED
EVENT_CD,12X..00,Family history of substance misuse,44791552,SNOMED
EVENT_CD,22A8.00,Weight loss from baseline weight,4268890,SNOMED
EVENT_CD,PG0B.00,Trigonocephaly,4103517,SNOMED
EVENT_CD,44J4.00,Serum osmolality,37392177,SNOMED
EVENT_CD,F480100,Strabismic amblyopia,374649,SNOMED
EVENT_CD,G536.00,Pericardial effusion,4161701,SNOMED
EVENT_CD,67I0.00,Child security measures education,4338537,SNOMED
EVENT_CD,F4J..00,Strabismus,4329707,SNOMED
EVENT_CD,9N26.00,Seen by social worker,4083430,SNOMED
EVENT_CD,PE50.00,Congenital varus deformity of foot,438250,SNOMED
EVENT_CD,Jyu1300,Gastritis,201340,SNOMED
EVENT_CD,A061.00,Giardiasis,437202,SNOMED
EVENT_CD,22K9400,Child body mass index on 2nd centile,45769976,SNOMED
EVENT_CD,43jk.00,Respiratory syncytial virus nucleic acid detection assay,44811921,SNOMED
EVENT_CD,K421A00,Acute vulvitis,4140828,SNOMED
EVENT_CD,1Z14.00,Chronic kidney disease stage 5,443611,SNOMED
EVENT_CD,9NlZ.00,Seen by family therapist,4235940,SNOMED
EVENT_CD,8BR..00,Investigation indicated,44789055,SNOMED
EVENT_CD,64H4.00,3.5 year examination normal,4016198,SNOMED
EVENT_CD,6556000,Pertussis vaccination in pregnancy given by other healthcare provider,46287029,SNOMED
EVENT_CD,P9...00,Cleft palate with cleft lip,134144,SNOMED
EVENT_CD,P80..00,Choanal atresia,256810,SNOMED
EVENT_CD,SE09.00,Contusion of scalp,4331284,SNOMED
EVENT_CD,8796,Asthma control step 3,4082252,SNOMED
EVENT_CD,F230100,Spastic cerebral palsy,4043747,SNOMED
EVENT_CD,S342.00,Closed fracture of lateral malleolus,441428,SNOMED
EVENT_CD,7L0G000,Open reduction of congenital dislocation of hip,4027564,SNOMED
EVENT_CD,PF64200,Congenital genu varum,4194657,SNOMED
EVENT_CD,PD02.00,Renal agenesis,4003487,SNOMED
EVENT_CD,7617,Gastrostomy operation,4144710,SNOMED
EVENT_CD,43U6.00,Chlamydia antigen test,4149631,SNOMED
EVENT_CD,43YJ.00,Timothy grass specific IgE antibody measurement,4213300,SNOMED
EVENT_CD,H060E00,Acute bronchitis caused by rhinovirus,4112521,SNOMED
EVENT_CD,R052000,Functional heart murmur,4243034,SNOMED
EVENT_CD,7C08.00,Excision of hydrocele,4171196,SNOMED
EVENT_CD,SN53100,Allergic disposition,43530807,SNOMED
EVENT_CD,AB00.00,Tinea capitis,4182398,SNOMED
EVENT_CD,SE0z.00,Superficial bruising of head and neck,4106507,SNOMED
EVENT_CD,PF5r300,Congenital clinodactyly,4066024,SNOMED
EVENT_CD,G730100,Raynaud's phenomenon,4143972,SNOMED
EVENT_CD,1D27.00,Finding of lower limb,4022922,SNOMED
EVENT_CD,9N1y900,Seen in breast clinic,4089031,SNOMED
EVENT_CD,174..00,Hiccoughs,194475,SNOMED
EVENT_CD,8B31B00,Polypharmacy medication review,44810811,SNOMED
EVENT_CD,2J4..00,Worried well,4216670,SNOMED
EVENT_CD,ZV27.00,Outcome of delivery,4145318,SNOMED
EVENT_CD,65FE.00,"hepatitis A vaccine, unspecified formulation",40213302,CVX
EVENT_CD,F4F3.00,Acute inflammation of lacrimal passages,4116209,SNOMED
EVENT_CD,AyuDC00,Coronavirus infection,439676,SNOMED
EVENT_CD,44D1.00,Hepatic function panel,4098135,SNOMED
EVENT_CD,8P...00,Removal of surgical material and sutures,4154092,SNOMED
EVENT_CD,8B6..00,Administration of prophylactic drug or medicament,4082400,SNOMED
EVENT_CD,13ZK000,Has statement of special educational needs,44810577,SNOMED
EVENT_CD,9mW0.00,"Tetanus, diphtheria, inactivated polio vaccination invitation first letter",46284132,SNOMED
EVENT_CD,J10y500,Laryngopharyngeal reflux,4186123,SNOMED
EVENT_CD,14X8.00,Victim of domestic violence,37168134,SNOMED
EVENT_CD,Qyu1000,Low birth weight infant,4171115,SNOMED
EVENT_CD,2G5..00,Finding of foot region,4022924,SNOMED
EVENT_CD,H05..00,Acute upper respiratory infection,257011,SNOMED
EVENT_CD,43WA.00,Measurement of Helicobacter pylori antibody,4018470,SNOMED
EVENT_CD,67Im.00,Recommendation to stop drug treatment,4125024,SNOMED
EVENT_CD,67Im.00,Do not stop taking this medicine except on your doctor's advice,4304891,SNOMED
EVENT_CD,R070000,Nausea,31967,SNOMED
EVENT_CD,G843.00,External hemorrhoids without complication,199839,SNOMED
EVENT_CD,M051.00,Impetigo bullosa,4160460,SNOMED
EVENT_CD,13Z6.00,Language spoken,4052785,SNOMED
EVENT_CD,9T4..00,European,38003614,Race
EVENT_CD,7L1Wy00,Evaluation procedure,4297090,SNOMED
EVENT_CD,8GE8.00,Adoption,4023148,SNOMED
EVENT_CD,1FK..00,Milk intake,4025571,SNOMED
EVENT_CD,9b8B000,Cardiac surgery,4255407,SNOMED
EVENT_CD,R105700,"Glucose measurement, blood",4144235,SNOMED
EVENT_CD,N220.00,Synovitis and tenosynovitis,74728,SNOMED
EVENT_CD,5288,X-ray shaft of radius/ulna,4056697,SNOMED
EVENT_CD,67F..00,Informing relative,4128089,SNOMED
EVENT_CD,9N1yK00,Seen in weight management clinic,45773191,SNOMED
EVENT_CD,P31..00,Microphthalmos,376512,SNOMED
EVENT_CD,Q485000,Neonatal abstinence syndrome,4212326,SNOMED
EVENT_CD,Q317000,Bronchopulmonary dysplasia of newborn,4283942,SNOMED
EVENT_CD,2BJ6.00,Twitching eye,44783306,SNOMED
EVENT_CD,P41..00,Polyotia,378548,SNOMED
EVENT_CD,PB26.00,Anal atresia,4004155,SNOMED
EVENT_CD,SE42000,Contusion of foot,73090,SNOMED
EVENT_CD,F02..00,Meningitis,435785,SNOMED
EVENT_CD,F4C7200,Conjunctival hemorrhage,378756,SNOMED
EVENT_CD,K27yz00,Disorder of penis,196158,SNOMED
EVENT_CD,SP3y700,Swelling at injection site,4309479,SNOMED
EVENT_CD,4J28.00,Shigella culture,4047329,SNOMED
EVENT_CD,ZVz..00,Hospital admission,8715,SNOMED
EVENT_CD,4A25.00,Bilious vomit,4156946,SNOMED
EVENT_CD,7906,Repair of defect of atrioventricular septum,4017753,SNOMED
EVENT_CD,9NN7.00,Under care of mental health team,4220639,SNOMED
EVENT_CD,7A01100,Ligation of patent ductus arteriosus,4019226,SNOMED
